fitnessAlphaWolf,fitnessBetaWolf,fitnessGammaWolf
0.05588019848736848,0.07371118418372778,0.1045856693284652
0.021014139865297984,0.031222892515265367,0.04457949879326923
0.009557106092706628,0.01125017139927528,0.019781187873201288
0.03281616264742295,0.1055505941989797,0.14512903190040266
0.03722420016722558,0.09159657921895993,0.10929909421492469
0.10130820603616042,0.14758469975322125,0.15168520099512864
0.00602854034892994,0.008290514264125269,0.009700136396217345
0.020431054968442452,0.041350762685763695,0.06974136020316682
0.02701627484741337,0.030415111805037136,0.0383630599407449
0.14891758803645858,0.28041727453110965,0.5678373579802877
0.01912505822531592,0.020734027867093524,0.04240021269047823
0.011402171398879462,0.022726955854318723,0.03756648766876327
0.04736946271280204,0.07004305039655341,0.08279734145725491
0.010241863670764179,0.0657711085828308,0.08050536023452393
0.010598019020021146,0.011780333372901316,0.0221139238582483
0.01871154989431806,0.03216167690718734,0.05913797766425325
0.011933447587972176,0.013197227317054342,0.03368838765134133
0.02058708386803544,0.030425362636682555,0.04340516549172413
0.010147809497383994,0.014892136413656323,0.01994994387211955
0.0262444278317715,0.0329551626480474,0.043637021041003546
0.007988685693482678,0.012344740346889774,0.01258130307256132
0.036666299007473105,0.08692370611943678,0.10185032707028745
0.009743923784150024,0.0254568998368196,0.04845442103709178
0.02077994786679917,0.03956982517776303,0.04641025429926772
0.016720274905564686,0.03861749895465571,0.052135471770345776
0.022655779854774964,0.04604375020684642,0.04626270985881718
0.03939955017699809,0.08070527545691833,0.09210000054678828
0.017880664972381752,0.019949691553991764,0.025366207837400945
0.01681918323833939,0.039689454481194306,0.06259090886689277
0.008901778944493096,0.01291955998004461,0.020273824885494406
0.011253803068102492,0.032185450144589546,0.06210254725692978
0.04117006268495192,0.10303551606328136,0.10545873442045955
0.01443712126061286,0.04108283785473728,0.050163822817468645
0.010345560640809449,0.04407342519799495,0.04739248682680089
0.03548670015942004,0.1110246373285213,0.1556728414315065
0.016257908241509446,0.049415343106811296,0.05870168301432403
0.014285151563132722,0.015117478436823617,0.0230966118519492
0.01659188752437238,0.01836118797963022,0.02203585985874869
0.02465081652744003,0.034736146726387425,0.06705543814570009
0.03876805450613585,0.09765393648874322,0.12666778335032383
0.008169198242975339,0.010528533305916373,0.01704384854209565
0.020212835870434397,0.040436210016535794,0.11568811635997747
0.02960921581020299,0.03224452514485494,0.0545101429688992
0.008166019026354224,0.022252831857357887,0.03815723767141715
0.02970430013344326,0.085289717173023,0.11371577669572107
0.05470445490762815,0.10602434560485231,0.12651924928543506
0.009730895212755379,0.010250803064733601,0.02124947986378944
0.012576914252963216,0.02051820386847697,0.03672727516499319
0.03129748804169134,0.034301725154096685,0.03503121977544759
0.1469235616701941,0.14894657537304312,0.24090690158046635
