fitnessAlphaWolf,fitnessBetaWolf,fitnessGammaWolf
0.012256291597443717,0.015029029976786349,0.03235739912411152
0.022392887856460122,0.0320447126439573,0.046319920968379634
0.010231136398000877,0.010844838066997462,0.019800703873076187
0.030423625136674747,0.05439671626922712,0.08306392547027196
0.02124947986378944,0.030529612637150885,0.04118898777393649
0.0136534199789111,0.024393851843633806,0.035329081461837
0.015949374975364798,0.016972908237471163,0.019611283874290387
0.01343723325744048,0.0368861101126341,0.05491488803261549
0.02055723586822677,0.029818975133958422,0.04138772110189027
0.024249203844561015,0.031744125142606945,0.06908993157247639
0.008058947365817968,0.013146814979693595,0.016583233239672025
0.01239357579920351,0.0310369626394301,0.04474800020956434
0.019842031872811274,0.03114468763991404,0.037277554546482475
0.048088787716033525,0.05226084302978593,0.05422692765240184
0.032432175145697933,0.055694032520996126,0.08017300920843921
0.04381166548072052,0.06147346147832884,0.061667692961106114
0.010045197003436947,0.010204990449616045,0.020215131870419678
0.030262037635948834,0.04054964507547672,0.04398407123717816
0.013661724978898272,0.016391374907422297,0.02164439186125803
0.007554703506331719,0.01024722730714583,0.010638552353248924
0.013493121257442136,0.03051918763710405,0.04469357893293559
0.014775924292053865,0.03092750013893835,0.05396167365636791
0.012933158260287474,0.012989019979937323,0.021972719859153424
0.020201355870507982,0.03169547514238839,0.0319027213586415
0.03029331263608933,0.03067719916959316,0.037049403762510896
0.031851850143090894,0.10500668690738382,0.11144207859904029
0.007645926313319798,0.01067619044838901,0.012865199980128575
0.031327599151987365,0.06865080322171227,0.07837432688552508
0.013504684979140836,0.019649167874047545,0.022331833207204204
0.012284515192776586,0.03364147515113058,0.050053618405102675
0.012464833262932552,0.03241159912264437,0.058026988428681855
0.009321106091913948,0.015842019006365442,0.020102627871140838
0.02289800785322227,0.033080065771216194,0.033995925152722914
0.012488666596131274,0.03124629915418809,0.05857216989247123
0.014538279977544356,0.01763904990037549,0.020597415867969215
0.041794221090886645,0.0727297288479339,0.08149755961622344
0.012560166595727446,0.03522397682429337,0.06033393740615489
0.006115845612059635,0.011803161874025733,0.012400727314379044
0.021931391859418344,0.03227927514501105,0.04414288769397682
0.009132914032137738,0.010254933306628848,0.012227691597605249
0.009473969728791026,0.03179451264283331,0.051886224669584535
0.06704040037955372,0.08788386718842418,0.0958214665434818
0.007572612278255759,0.012194324931127036,0.01238553034463103
0.02195090785929324,0.034895765722066666,0.037095625166647966
0.00789169521754477,0.011026742461279231,0.0380664656362384
0.019890247872502206,0.030314162636183,0.033113187992541815
0.03178582514279428,0.07924373763946717,0.09450335939320277
0.030090025135176085,0.05995101313853485,0.09663224945423313
0.013073774926159944,0.03191476580275992,0.03397923142733194
0.013021484979887178,0.017285124902374438,0.03240437514557305
