fitnessAlphaWolf,fitnessBetaWolf,fitnessGammaWolf
0.020910819865960273,0.03089622513879785,0.04790033299331382
0.013262329979515174,0.016620174906130047,0.019397755875659114
0.03338953764999878,0.05374472762854696,0.05513268386450716
0.012967879979969977,0.017627133233776127,0.020528535868410736
0.014246849977994495,0.01967799155552631,0.020420623869102462
0.02001193587172218,0.0335528626507325,0.04342925437996096
0.013243454979544328,0.021390683862884313,0.036042700161917816
0.021973867859146068,0.03284519911090717,0.035688250160325494
0.022055375858623594,0.030274200136003473,0.03237245467925953
0.038608465621566904,0.06953284016100264,0.10490423932641968
0.013568859979041711,0.023680943848203597,0.03042188763666694
0.013416974924221567,0.04978872087448204,0.05169224966165856
0.009763466641241988,0.020963627865621774,0.032621965177672525
0.009389045486081538,0.010546628543964492,0.03580466266084845
0.032580221340302126,0.04999584912587194,0.06178765949997742
0.019666387873937163,0.03144202137111227,0.03154605014171712
0.03175818802922057,0.0704023775248,0.08092559410409556
0.019757079873355822,0.03213332514435539,0.04427537657927934
0.018435083229212865,0.04278186550859636,0.0523715765802891
0.009777909123751297,0.03187617514320017,0.04369296794821005
0.009474863668187969,0.009958895212161652,0.0225983798551429
0.013882184978557753,0.01667260823916724,0.021139271864495882
0.014116234978196245,0.022298466540725995,0.03076070013818902
0.012890114980090092,0.016683333239106667,0.024587863842390183
0.009874209498096465,0.014851909140793935,0.019693939873760554
0.008234117541199983,0.009808342831601318,0.01288784998009359
0.03079197513832952,0.09755314737954603,0.11066865978589667
0.022621408205568704,0.035320332377240665,0.04672400949869737
0.01608988324245844,0.041005310001130724,0.058376454336522
0.009576772759439354,0.03281268764740735,0.03984024212356971
0.013039000043795613,0.03294995014802398,0.046015749985336744
0.019730675873525075,0.030017050134848258,0.04414288769397682
0.006009517875251876,0.009474854728793999,0.013617187528967064
0.01282471659423328,0.013016199979895341,0.01988335987254636
0.008274583216547705,0.015179090960074694,0.04776409651797312
0.04030670213115257,0.07584868418295067,0.07628617749126737
0.01400802967088332,0.03075545794525254,0.049594714455504854
0.032711912646954625,0.08830343385758178,0.09844629088751022
0.014134354978168253,0.01753537490096104,0.023547775849057213
0.02000733239175169,0.03292646899759615,0.03631029253811995
0.006332429822515995,0.009295161880556723,0.009839590942140293
0.01348429997917232,0.01781422489938611,0.01990976387237711
0.00791775236033406,0.014306606108659331,0.02129539986349509
0.013454099979218969,0.017186216569599733,0.02121274386402492
0.012401621253775988,0.03265110014668143,0.0468933962921979
0.02105546786503307,0.03016821263552734,0.04233019885415594
0.01669405823904609,0.03283917688884797,0.05522359346256032
0.022294159857092974,0.03141921264114732,0.04785257648244745
0.008692228548793464,0.010149787912879156,0.019463191875239663
0.03184249913804944,0.054626215714822984,0.08261340820208991
