fitnessAlphaWolf,fitnessBetaWolf,fitnessGammaWolf
0.015558121264378092,0.04075827518310201,0.052841880153936156
0.03216167690718734,0.08332634408263238,0.08748337409406463
0.00980544759351362,0.012804787921796814,0.020467691868800753
0.10586067232529871,0.14020321937832741,0.1758534511536841
0.014494241584803884,0.05059268751938599,0.05899714751611868
0.09529162446221179,0.09687294561591334,0.18065162016387165
0.012520841595949551,0.038543546689654505,0.03935522115690839
0.007855235085182013,0.010170247592563658,0.0146553049773636
0.012933904980022453,0.013605258256491486,0.026686407828938375
0.03281790014743076,0.06444609401027845,0.10395618750869957
0.01019051425917755,0.01323298489293202,0.02096362786562177
0.02936354381177776,0.033003812648265955,0.06559934208141377
0.013349909979379897,0.016951458237592306,0.02231826785693844
0.01629204550926745,0.036629992539556164,0.03931953154777804
0.013767324922242809,0.0362326990192103,0.04929196121583072
0.03513364349340529,0.09328706629317889,0.1026840559029202
0.022630941538848193,0.042062209972521296,0.04826186327441294
0.006738175436420023,0.00820727616910393,0.012561636405828601
0.01546013497612047,0.017952458231938705,0.019935019872215215
0.006287657892705893,0.009985303063841834,0.010495238067907838
0.03227609912631225,0.0440805650364974,0.046095680629504816
0.021432124878952383,0.04807840980966766,0.07006777489101461
0.019045216559100193,0.04669726421564145,0.05760857621836048
0.007727075436100603,0.008709599977319658,0.020317303869764748
0.019954535872090114,0.031116887639789155,0.04214652108135017
0.032995125148226924,0.05328609396520656,0.1004851607226948
0.01296033337686472,0.033115012648765506,0.049033044646960476
0.014183228503227136,0.03426045140593078,0.051805516103224904
0.025043619839468755,0.030701625137923634,0.0416286099842585
0.03617247679861825,0.06284605260873055,0.07442563985428419
0.015539333245567923,0.03245676578808842,0.052024033090946095
0.022211503857622803,0.030743325138110962,0.047400909828007036
0.007385752361719421,0.00882678596206118,0.01249906064804266
0.022534091855554994,0.04294145439316531,0.049496162722356
0.014093841587065324,0.031213176932862463,0.05837123842744976
0.01784878323252426,0.03411588796539955,0.05595036675101805
0.03740402120972579,0.07139028967498444,0.0787205165376025
0.013567349979044043,0.017287508235694315,0.021197819864120587
0.04933586840533139,0.0519147627332213,0.09626481783868371
0.017002699903969562,0.04622356541543235,0.06425238740006003
0.013794733255421339,0.021613395861456712,0.03360399909036707
0.022547867855466686,0.03234008764528424,0.09052309737202055
0.03872713767397735,0.07311927869851148,0.07477242542332908
0.04229422519000209,0.1041503623391387,0.127904561777611
0.007448370173032731,0.008737104739152795,0.011638197008787541
0.025121683838968355,0.03269106264686096,0.06105027612519645
0.033544175150693474,0.08253612991541846,0.09411596722542354
0.024772680361205494,0.041776450187676055,0.043396132158635324
0.056962995718035495,0.08247599827704662,0.1476798747530621
0.02032305534972788,0.03073114526305625,0.0419628734196547
